brand,name,price,rating,category,product_type
maybelline,Maybelline Line Stiletto Ultimate Precision Liquid Eyeliner,10.29,4.0,liquid,eyeliner
e.l.f.,e.l.f. Studio Eye Primer & Liner Sealer,4.99,4.3,liquid,eyeliner
revlon,Revlon ColorStay Liquid Eye Liner,11.49,4.0,liquid,eyeliner
l'oreal,L'Oreal Paris Lineur Intense Felt Tip Liquid,10.99,4.3,liquid,eyeliner
physicians formula,Physicians Formula Eye Booster Lash Boosting Eyeliner + Serum,14.79,4.0,liquid,eyeliner
maybelline,Maybelline Liquid Eyeliner,10.99,4.2,liquid,eyeliner
e.l.f.,e.l.f. Studio Cream Eyeliner,4.99,4.5,liquid,eyeliner
maybelline,Maybelline Eye Studio Lasting Drama Gel Eyeliner,11.99,4.4,liquid,eyeliner
covergirl,CoverGirl LineExact Liquid Eyeliner ,7.49,4.3,liquid,eyeliner
moov,Moov Cosmetics St. Tropez Collection,14.99,,,nail_polish
anna sui,Anna Sui Nail Colour,15.0,,,nail_polish
l'oreal,L'Oreal Infallible Nail Polish in Always a Lady,10.99,,,nail_polish
moov,Moov Cosmetics Caribbean Wedding Collection,14.99,2.0,,nail_polish
l'oreal,L'Oreal Infallible Nail Polish in Iconic Indigo ,10.99,,,nail_polish
l'oreal,L'Oreal Infallible Nail Polish in Ocean Infini,10.99,,,nail_polish
misa,Misa Nail Laquer,9.39,5.0,,nail_polish
l'oreal,L'Oreal Infallible Nail Polish in Petale Revival,10.99,5.0,,nail_polish
salon perfect,Salon Perfect Nail Lacquer ,6.99,,,nail_polish
moov,Moov Cosmetics Home Grown Canuck Collection,14.99,3.0,,nail_polish
l'oreal,L'Oreal Infallible Nail Polish in Irresistible Bonbon,10.99,,,nail_polish
orly,Orly EPIX Flexible Sealcoat,13.49,5.0,,nail_polish
orly,Orly Nail Lacquer,8.0,,,nail_polish
orly,Orly EPIX Flexible Color ,13.49,3.0,,nail_polish
orly,Orly Nail Lacquer ,8.0,3.0,,nail_polish
wet n wild,Wet n Wild Wild Shine Nail Colour ,1.99,5.0,,nail_polish
maybelline,Maybelline Color Show Nail Lacquer Jewels ,4.49,3.0,,nail_polish
maybelline,Maybelline Color Show Nail Lacquer Veils ,4.49,4.0,,nail_polish
pacifica,Pacifica 7 Free Nail Polish Set - Blue,21.5,5.0,,nail_polish
l'oreal,L'Oreal Colour Riche Gold Dust Nail Colour,7.79,,,nail_polish
l'oreal,L'Oreal Extraordinaire Gel Lacque Nail Colour,8.99,,,nail_polish
pacifica,7 Free Nail Polish Set - Red,21.5,5.0,,nail_polish
china glaze,China Glaze Nail Lacquer ,8.0,4.7,,nail_polish
essie,Essie Encrusted Nail Polish Collection,10.0,5.0,,nail_polish
revlon,Revlon Transforming Effects Top Coats,6.99,4.0,,nail_polish
sante,Sante Nail Polish,19.29,4.4,,nail_polish
pure anada,Pure Anada Princess Cosmetics Sugar Plum Kit ,15.0,5.0,,nail_polish
l'oreal,L'Oreal Paris Colour Riche Collection Exclusive Nail Colour,7.79,,,nail_polish
maybelline,Maybelline Color Show Nail Lacquer ,4.49,3.3,,nail_polish
pure anada,Pure Anada Princess Cosmetics Be Mine Kit ,15.0,5.0,,nail_polish
essie,Essie Nail Colour Cashmere Matte Collection,10.0,1.5,,nail_polish
revlon,Revlon Top Speed Enamel Nail,6.99,4.8,,nail_polish
butter london,butter LONDON Patent Shine 10x Nail Laquer,22.0,5.0,,nail_polish
suncoat,Suncoat Polish & Peel Super Natural Mineral Nail Polish,9.29,3.8,,nail_polish
essie,Essie Mirror Metallics,10.0,3.4,,nail_polish
pure anada,Pure Anada Nail Polish,10.0,4.8,,nail_polish
sinful colours,Sinful Colours Nail Polish,2.99,4.3,,nail_polish
mineral fusion,Mineral Fusion Nail Polish,10.0,4.0,,nail_polish
covergirl,CoverGirl Outlast Stay Brilliant Nail Gloss,5.99,,,nail_polish
revlon,Revlon Nail Enamel,6.99,4.4,,nail_polish
essie,Essie Nail Colour,10.0,4.3,,nail_polish
suncoat,Suncoat Girl Nail Beauty Kit with Decals Ballerina Beauty,22.49,4.0,,nail_polish
suncoat,Suncoat Girl Nail Beauty Kit with Decals Mermaid Princess,22.49,4.0,,nail_polish
l'oreal,L'Oreal Infallible Nail Polish in Keep Magenta,10.99,,,nail_polish
piggy paint,Piggy Paint Nail Polish,11.99,4.3,,nail_polish
suncoat,Suncoat Girl Water-Based Nail Polish,8.29,3.9,,nail_polish
covergirl,CoverGirl Outlast Longwear Lipstick,10.99,,lipstick,lipstick
covergirl,CoverGirl Outlast Lipcolor Moisturizing Clear Topcoat (500),12.99,,lipstick,lipstick
butter london,butter LONDON Moisture Matte Lipstick,28.96,,lipstick,lipstick
l'oreal,L'Oreal Paris Colour Riche Le Matte & La Lacque Lip Colour,11.49,,lipstick,lipstick
covergirl,CoverGirl Colorlicious Lipstick,10.49,,lipstick,lipstick
covergirl,CoverGirl Outlast Lipcolor,12.99,5.0,lipstick,lipstick
mineral fusion,Mineral Fusion Sheer Moisture Lip Tint,12.0,,lipstick,lipstick
dr. hauschka,Dr. Hauschka Limited Edition Lipstick Novum,27.0,5.0,lipstick,lipstick
marcelle,Marcelle Rouge Xpression Lipstick,11.99,,lipstick,lipstick
maybelline,Maybelline Color Sensational Vivid Matte Liquid Lip Colour,12.99,,lipstick,lipstick
revlon,Revlon Ultra HD Lip Lacquer,10.99,5.0,lipstick,lipstick
nyx,NYX Jumbo Lip Pencil ,5.99,4.0,lipstick,lipstick
cargo cosmetics,Cargo Cosmetics ColorStick,32.0,4.0,lipstick,lipstick
revlon,Revlon ColorBurst Lacquer Balm,11.49,,lipstick,lipstick
cargo cosmetics,Cargo Cosmetics Essential Lip Color,24.0,4.8,lipstick,lipstick
l'oreal,L'Oreal Paris Colour Riche Collection Exclusive Pure Reds,10.99,5.0,lipstick,lipstick
nyx,NYX Extra Creamy Round Lipstick,6.99,4.0,lipstick,lipstick
maybelline,Maybelline Color Sensational Rebel Bloom Lipcolour ,9.99,3.0,lipstick,lipstick
dalish,DaLish Lipstick Matte Collection,22.0,3.8,lipstick,lipstick
e.l.f.,e.l.f. Gotta Glow Lip Tint ,7.99,4.5,lipstick,lipstick
maybelline,Maybelline Lip Studio Color Blur ,11.99,,lipstick,lipstick
l'oreal,L'Oreal Color Riche Extraordinaire Lip Color,13.96,4.0,lipstick,lipstick
almay,Almay Smart Shade Butter Kiss Lipstick,8.99,,lipstick,lipstick
wet n wild,Wet n Wild Silk Finish Lipstick,1.99,5.0,lipstick,lipstick
l'oreal,L'Oreal Paris Colour Riche Crystal Shine,10.99,5.0,lipstick,lipstick
dr. hauschka,Dr. Hauschka Lipstick ,34.0,4.9,lipstick,lipstick
revlon,Revlon Ultra HD Matte Lipcolor,10.99,5.0,lipstick,lipstick
l'oreal,L'Oreal Infallible Lipstick ,13.99,5.0,lipstick,lipstick
revlon,Revlon ColorStay Ultimate Suede Lipstick,14.49,3.3,lipstick,lipstick
revlon,Revlon Ultra HD Lipstick,10.99,,lipstick,lipstick
l'oreal,L'Oreal Paris Colour Riche Collection Exclusive Lip Colour ,10.99,4.7,lipstick,lipstick
maybelline,Maybelline Color Sensational The Buffs Lipcolour,9.99,4.8,lipstick,lipstick
maybelline,Maybelline Color Sensational Vivids Lipcolour,9.99,5.0,lipstick,lipstick
pacifica,Pacifica Devocean Natural Lipstick Deeply Devoted Creamy Color,21.0,4.3,lipstick,lipstick
burt's bees,Burt's Bees Lipstick ,9.99,3.7,lipstick,lipstick
maybelline,Maybelline Color Sensational Creamy Mattes Lipcolour ,9.99,5.0,lipstick,lipstick
l'oreal,L'Oreal Paris Colour Riche Lipstick,10.99,4.6,lipstick,lipstick
revlon,Revlon Matte Lipstick,11.79,4.5,lipstick,lipstick
revlon,Revlon ColorStay Ultimate Liquid Lipstick,14.49,4.1,lipstick,lipstick
maybelline,Maybelline Color Sensational Lipcolour,9.99,4.2,lipstick,lipstick
nyx,NYX Soft Matte Lip Cream,8.99,4.5,lipstick,lipstick
burt's bees,Burt's Bees Lip Crayon,9.99,4.5,lipstick,lipstick
e.l.f.,e.l.f. Studio Matte Lip Color,4.99,4.3,lipstick,lipstick
revlon,Revlon Super Lustrous Lipstick,11.49,4.9,lipstick,lipstick
milani,Milani Color Statement Moisture Matte Lipstick,6.99,4.7,lipstick,lipstick
milani,Milani Color Statement Lipstick,6.99,4.4,lipstick,lipstick
revlon,Revlon ColorBurst Matte Balm ,11.49,4.3,lipstick,lipstick
e.l.f.,e.l.f. Studio Moisturizing Lipstick,4.99,4.1,lipstick,lipstick
pure anada,Pure Anada Petal Perfect Lipstick,14.0,4.3,lipstick,lipstick
mineral fusion,Mineral Fusion Lengthening Mascara,19.0,3.4,,mascara
covergirl,CoverGirl Professional Mascara Curved Brush Very Black,6.99,,,mascara
covergirl,CoverGirl Professional Mascara Curved Brush Black Brown,6.99,,,mascara
l'oreal,L'Oreal Paris Voluminous Butterfly Midnight Black Mascara,13.49,4.7,,mascara
zorah,Zorah Mascara Lengthing,27.0,4.8,,mascara
covergirl,CoverGirl LashBlast Fusion Water Resistant Mascara ,9.99,4.8,,mascara
physicians formula,Physicians Formula Eye Booster Instant Lash Extension Kit in Ultra Black,19.99,4.6,,mascara
l'oreal,L'Oreal Paris Voluminous Million Lashes Excess Mascara ,13.99,4.5,,mascara
covergirl,CoverGirl LastBlast Clump Crusher Water Resistant Mascara ,9.99,5.0,,mascara
almay,Almay Intense i-Color Volumizing Mascara,10.99,4.3,,mascara
covergirl,CoverGirl LashBlast Full Lash Bloom Mascara Very Black (800),9.99,4.0,,mascara
covergirl,CoverGirl Professional Super Thick Lash Mascara Very Black,6.99,5.0,,mascara
maybelline,Maybelline Volum'Express Falsies Big Eyes Mascara,12.99,4.5,,mascara
l'oreal,L'Oreal Paris Voluminous Butterfly Mascara ,13.49,,,mascara
covergirl,CoverGirl Professional Waterproof Mascara Very Black,6.99,,,mascara
physicians formula,Physicians Formula Organic Wear CC Curl + Care Mascara ,15.79,3.2,,mascara
marcelle,Marcelle Ultimate Lash Mascara,10.99,4.5,,mascara
e.l.f.,e.l.f. Studio Lengthening & Volumizing Mascara,4.99,4.0,,mascara
wet n wild,Wet n Wild Mega Protein Mascara,3.49,5.0,,mascara
covergirl,CoverGirl Lashblast Volume Blasting Waterproof Mascara,9.99,5.0,,mascara
covergirl,CoverGirl LashBlast Fusion Mascara ,9.99,4.8,,mascara
covergirl,CoverGirl Professional Natural Lash Mascara Clear,6.99,4.0,,mascara
maybelline,Maybelline Define-A-Lash Lengthening & Defining Mascara,10.79,4.4,,mascara
covergirl,CoverGirl LastBlast Clump Crusher Mascara ,9.99,4.5,,mascara
almay,Almay One Coat Get Up & Grow Mascara,10.99,4.3,,mascara
maybelline,Maybelline Great Lash - Clear,7.79,3.8,,mascara
physicians formula,Physicians Formula Organic Wear Jumbo Lash Mascara,15.79,3.1,,mascara
dr. hauschka,Dr. Hauschka Mascara,33.0,4.3,,mascara
e.l.f.,e.l.f. Studio Waterproof Lengthening & Volumizing Mascara,4.99,4.8,,mascara
l'oreal,L'Oreal Paris Extra Volume Collagen Mascara,13.99,4.8,,mascara
almay,Almay One Coat Thickening Mascara,10.99,4.1,,mascara
maybelline,Maybelline Great Lash Big Mascara,7.79,4.0,,mascara
e.l.f.,e.l.f. Studio Mineral Infused Mascara,4.99,4.3,,mascara
,Earth Lab Raw Mascara,24.0,4.1,,mascara
maybelline,Maybelline Great Lash Mascara,7.79,4.2,,mascara
l'oreal,L'Oreal Paris Double Extend Beauty Tubes,14.99,4.6,,mascara
l'oreal,L'Oreal Paris Telescopic Mascara,13.79,4.7,,mascara
suncoat,Suncoat Sugar-Based Mascara,16.49,3.4,,mascara
pacifica,Pacifica Aquarian Gaze Water-Resistant Mascara,21.0,4.8,,mascara
physicians formula,Physicians Formula Organic Wear 100% Natural Origin Mascara,15.79,4.0,,mascara
maybelline,Maybelline Volum' Express Colossal Mascara,9.79,4.5,,mascara
l'oreal,L'Oreal Paris Voluminous Volume Building Mascara,9.99,2.5,,mascara
maybelline,Maybelline Illegal Length Fiber Extensions Mascara,11.49,4.0,,mascara
maybelline,Maybelline Volum' Express The Rocket Mascara,10.99,,,mascara
l'oreal,L'Oreal Paris Voluminous Million Lashes Mascara,13.29,4.6,,mascara
maybelline,Maybelline Great Lash Lots of Lashes Mascara,7.79,4.2,,mascara
maybelline,Maybelline Lash Stiletto Ultimate Length Mascara,10.99,4.0,,mascara
maybelline,Maybelline Volum'Express the Falsies Mascara,9.79,4.0,,mascara
covergirl,CoverGirl Lashblast Volume Blasting Mascara ,9.99,4.8,,mascara
pacifica,Pacifica Stellar Gaze Length & Strength Mineral Mascara,28.0,4.2,,mascara
physicians formula,Physicians Formula Organic Wear FakeOut Mascara,15.79,3.9,,mascara
physicians formula,Physicians Formula Organic Wear Lash Boosting Mascara,15.79,3.7,,mascara
,L' Oreal Paris Voluminous Mascara,9.99,4.5,,mascara
pure anada,Pure Anada Natural Mascara,14.0,4.6,,mascara
